count,date,time,id3 28 Accepted
1,2024-11-08,10:32:50.194
2,2024-11-08,10:35:48.263
3,2024-11-08,10:38:40.376
4,2024-11-08,10:45:49.727
5,2024-11-08,10:46:35.557
6,2024-11-08,10:48:36.463
7,2024-11-08,10:51:08.479
8,2024-11-08,10:51:33.215
9,2024-11-08,10:52:21.405
10,2024-11-08,10:53:49.733
11,2024-11-08,10:54:32.673
12,2024-11-08,10:55:07.783
13,2024-11-08,10:55:44.300
14,2024-11-08,10:57:55.557
15,2024-11-08,10:58:34.522
16,2024-11-08,10:59:08.041
17,2024-11-08,11:02:52.321
18,2024-11-08,11:04:32.097
19,2024-11-08,11:05:31.120
20,2024-11-08,11:05:51.362
21,2024-11-08,11:06:22.449
22,2024-11-08,11:06:36.927
23,2024-11-08,11:06:51.113
24,2024-11-08,11:07:28.557
25,2024-11-08,11:07:39.517
26,2024-11-08,11:08:10.340
27,2024-11-08,11:08:18.298
28,2024-11-08,11:09:00.121
